"Title","UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.","AWE: Arts, Entertainment & Recreation: Employment Weight","UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.","AWE: Public Sector Arts, Entertainment & Recreation: Employment Weight","AWE: Arts, Entertainment & Recreation Level (£): Non Seasonally Adjusted Bonus","AWE: Arts, Entertainment & Recreation Level (£): Non Seasonally Adjusted Arrears","UK Workforce Jobs SA : R Arts, entertainment & recreation (thousands)","AWE: Arts, Entertainment & Recreation Level (£): Non Seasonally Adjusted Total Pay","UK Job Vacancies ratio per 100 emp jobs - Arts, Entertainment & Recreation","UK Job Vacancies ratio per 100 emp jobs - Arts, Entertainment & Recreation","AWE: Public Sector Arts, Entertainment and Recreation Level (£): Non Seasonally Adjusted Bonus","AWE: Public Sector Arts, Entertainment and Recreation Level (£): Non Seasonally Adjusted Arrears","AWE: Arts, Entertainment & Recreation Index: Non Seasonally Adjusted Regular Pay Including Arrears","AWE: Arts, Entertainment & Recreation Index: Non Seasonally Adjusted Total Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Regular Pay","AWE: Public Sector Arts, Entertainment and Recreation Level (£): Non Seasonally Adjusted Total Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Regular Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Total Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Total Pay Excluding Arrears","IoS: R: Art, Entertainment and Recreation: Weights","IoS: 90: Creative Arts And Entertainment Activities: Weights","Trade in Goods: Works of art (896): WW: Exports: BOP: CVM: SA","IoS: R: Arts Entertainment and Recreation: Index-1dp","Trade in Goods: Works of art (896): EU: Imports: BOP: CVM: SA","Trade in Goods: Works of art (896): WW: Imports: BOP: CVM: SA","Arts, Entertainment and Recreation (Index 1dp) :CVM SA ","Trade in Goods: Works of art (896): Non-EU: Exports: BOP: CVM: SA","GBServTO: 90 - Creative, arts and entertainment services TOTAL (£m)","IoS: 90: Creative arts and entertainment activities: Index-1dp","Arts, Entertainment and Recreation (period on period contribution) :CVM SA ","Trade in Goods: Works of art (896): EU: Exports: BOP: CVM: SA","Trade in Goods: Works of art (896): Non-EU: Imports: BOP: CVM: SA","IoS: 90: Creative arts and entertainment activities: 3m on 3m growth","Arts, Entertainment and Recreation (period on period growth) :CVM SA ","IoS: R: Arts Entertainment and Recreation: 3m on 3m growth","IoS: R: Arts Entertainment and Recreation: Period on Period Growth","IOP:23.5-6:Man of cement,lime,plaster & art of concrete,cement, plaster:Weight","IoS: 90: Creative arts and entertainment activities: Period on Period Growth","IoS: R: Arts Entertainment and Recreation: 1m on 1m a yr ago growth","Arts, Entertainment and Recreation (3m on 3m 1 year ago contribution) :CVM SA "
"2009 Q4","14",,"14",,"17","1","818","312",,,"2","2","119.4","120.0",,"411",,,,,,"527",,"10","415",,"500","1712.6",,,"26","406",,,,,,,,
"2010 Q1","11",,"11",,"21","0","840","323",,,"0","1","122.4","124.2",,"412",,,,,,"901",,"43","404",,"851","1588.7",,,"49","361",,,,,,,,
"2010 Q2","11",,"11",,"9","0","855","307",,,"7","0","120.5","118.1",,"417",,,,,,"810",,"20","438",,"714","1655.5",,,"93","418",,,,,,,,
"2010 Q3","11",,"11",,"9","0","880","325",,,"2","1","127.8","124.9",,"414",,,,,,"839",,"50","434",,"784","1643.5",,,"54","384",,,,,,,,
"2010 Q4","9",,"9",,"9","0","884","322",,,"1","1","126.6","124.0",,"421",,,,,,"1166",,"45","456",,"1112","1987.4",,,"54","411",,,,,,,,
"2011 Q1","9",,"9",,"17","0","876","329",,,"1","0","125.9","126.4",,"427",,,,,,"1032",,"21","492",,"996","1994.9",,,"35","471",,,,,,,,
"2011 Q2","9",,"9",,"9","1","872","315",,,"12","0","123.5","121.1",,"440",,,,,,"816",,"80","707",,"785","1895.7",,,"30","626",,,,,,,,
"2011 Q3","14",,"14",,"14","0","878","326",,,"1","0","125.9","125.2",,"421",,,,,,"862",,"50","679",,"819","1675.2",,,"43","630",,,,,,,,
"2011 Q4","11",,"11",,"10","0","880","327",,,"0","0","128.5","125.8",,"423",,,,,,"1025",,"75","654",,"983","2029.1",,,"42","579",,,,,,,,
"2012 Q1","8",,"8",,"17","0","902","341",,,"0","0","130.9","130.9",,"453",,,,,,"932",,"69","757",,"875","1837.3",,,"55","688",,,,,,,,
"2012 Q2","12",,"12",,"15","0","897","345",,,"17","0","133.3","132.6",,"476",,,,,,"1163",,"54","768",,"1131","2020.4",,,"31","715",,,,,,,,
"2012 Q3","10",,"10",,"11","0","915","358",,,"1","1","140.1","137.5",,"451",,,,,,"1144",,"44","849",,"1065","2194.5",,,"78","805",,,,,,,,
"2012 Q4","14",,"14",,"11","0","899","361",,,"16","1","141.5","138.8",,"449",,,,,,"1262",,"35","643",,"1224","2274.5",,,"38","608",,,,,,,,
"2013 Q1","13",,"13",,"13","0","902","360",,,"0","1","140.2","138.5",,"445",,,,,,"1094",,"80","546",,"1060","1866.8",,,"34","466",,,,,,,,
"2013 Q2","11",,"11",,"18","0","909","369",,,"4","0","141.5","141.6",,"449",,,,,,"1273",,"70","525",,"1233","2161.7",,,"40","455",,,,,,,,
"2013 Q3","13",,"13",,"14","0","915","365",,,"2","1","141.8","140.2",,"443",,,,,,"1260",,"62","571",,"1214","1997.1",,,"45","509",,,,,,,,
"2013 Q4","10",,"10",,"10","0","919","348",,,"1","0","136.5","133.8",,"445",,,,,,"984",,"39","603",,"949","2297.1",,,"34","564",,,,,,,,
"2014 Q1","13",,"13",,"10","0","944","342",,,"0","1","134.0","131.4",,"448",,,,,,"1150",,"25","577",,"1122","2117.6",,,"27","553",,,,,,,,
"2014 Q2","15",,"15",,"14","0","946","350",,,"3","0","135.9","134.4",,"454",,,,,,"945",,"47","593",,"921","1975.0",,,"24","546",,,,,,,,
"2014 Q3","14",,"14",,"10","0","970","344",,,"4","0","135.2","132.2",,"450",,,,,,"1391",,"33","507",,"1369","1830.1",,,"22","474",,,,,,,,
"2014 Q4","14",,"14",,"11","1","943","337",,,"2","1","131.5","129.5",,"451",,,,,,"1775",,"81","732",,"1727","2129.8",,,"47","651",,,,,,,,
"2015 Q1","17",,"17",,"16","0","955","341",,,"1","2","131.4","130.9",,"453",,,,,,"1563",,"118","520",,"1532","2207.7",,,"31","402",,,,,,,,
"2015 Q2","16",,"16",,"18","0","988","350",,,"2","0","134.1","134.4",,"453",,,,,,"1744",,"76","640",,"1708","2220.8",,,"36","564",,,,,,,,
"2015 Q3","15",,"15",,"22","0","983","373",,,"4","1","141.9","143.4",,"449",,,,,,"1488",,"67","765",,"1447","2173.3",,,"40","697",,,,,,,,
"2015 Q4","16",,"16",,"11","1","981","350",,,"2","2","137.2","134.6",,"448",,,,,,"1590",,"134","771",,"1561","2357.3",,,"29","637",,,,,,,,
"2016 Q1","18",,"18",,"11","0","964","361",,,"1","1","141.1","138.7",,"454",,,,,,"1914",,"94","1207",,"1876","1772.2",,,"38","1113",,,,,,,,
"2016 Q2","16",,"16",,"25","0","965","374",,,"7","0","141.3","143.7",,"458",,,,,,"2062",,"94","865",,"2023","2252.1",,,"39","772",,,,,,,,
"2016 Q3","24",,"24",,"25","0","1007","397",,,"7","1","150.3","152.5",,"460",,,,,,"1499",,"123","840",,"1432","2290.3",,,"67","716",,,,,,,,
"2016 Q4","19",,"19",,"13","0","1024","380",,,"0","0","148.3","146.2",,"459",,,,,,"1578",,"78","693",,"1531","2527.1",,,"47","615",,,,,,,,
"2017 Q1","15",,"15",,"45","0","1013","404",,,"1","2","145.1","155.1",,"465",,,,,,"1503",,"58","564",,"1466","2116.3",,,"37","506",,,,,,,,
"2017 Q2","18",,"18",,"21","0","989","387",,,"2","0","148.0","148.8",,"468",,,,,,"1699",,"54","547",,"1661","2412.9",,,"38","493",,,,,,,,
"2017 Q3","17",,"17",,"23","0","1041","410",,,"7","1","156.4","157.6",,"463",,,,,,"1735",,"105","875",,"1690","2091.5",,,"45","770",,,,,,,,
"2017 Q4","20",,"20",,"14","0","1018","394",,,"0","1","154.0","151.6",,"468",,,,,,"1647",,"72","895",,"1599","2492.0",,,"48","824",,,,,,,,
"2018 Q1","21",,"21",,"17","0","1005","382",,,"0","1","147.4","146.9",,"463",,,,,,"1957",,"130","808",,"1901","2080.9",,,"56","677",,,,,,,,
"2018 Q2","23",,"23",,"14","0","1006","378",,,"2","0","147.2","145.4",,"467",,,,,,"1750",,"113","951",,"1677","2546.3",,,"72","838",,,,,,,,
"2018 Q3","17",,"17",,"27","0","1000","401",,,"4","1","151.0","154.0",,"462",,,,,,"1604",,"86","680",,"1555","2649.7",,,"50","593",,,,,,,,
"2018 Q4","23",,"23",,"14","1","1018","392",,,"1","3","152.7","150.8",,"465",,,,,,"1561",,"57","654",,"1501","2988.1",,,"59","598",,,,,,,,
"2019 Q1","23",,"23",,"28","0","1031","400",,,"0","0","150.1","153.8",,"479",,,,,,"1306",,"52","753",,"1243","2465.8",,,"63","702",,,,,,,,
"2019 Q2","20",,"20",,"18","0","1027","384",,,"2","0","148.1","147.5",,"495",,,,,,"1422",,"72","737",,"1319","2548.5",,,"101","664",,,,,,,,
"2019 Q3","19",,"19",,"25","0","1039","395",,,"7","3","149.6","151.9",,"485",,,,,,"1632",,"95","901",,"1578","2448.1",,,"53","807",,,,,,,,
"2019 Q4","18",,"18",,"13","0","1050","380",,,"2","4","148.4","145.9",,"490",,,,,,"1845",,"91","695",,"1770","2359.5",,,"74","604",,,,,,,,
"2020 Q1","23",,"23",,"23","0","1032","398",,,"0","4","151.7","153.0",,"487",,,,,,"1183",,"87","581",,"1124","2299.4",,,"59","494",,,,,,,,
"2020 Q2","2",,"2",,"13","0","985","366",,,"1","1","142.7","140.8",,"482",,,,,,"545",,"74","195",,"533","958.8",,,"12","120",,,,,,,,
"2020 Q3","4",,"4",,"36","0","931","411",,,"1","3","151.4","157.9",,"495",,,,,,"793",,"41","469",,"769","958.5",,,"22","428",,,,,,,,
"2020 Q4","12",,"12",,"19","1","917","443",,,"0","1","171.5","170.4",,"512",,,,,,"980",,"68","794",,"890","1267.0",,,"89","726",,,,,,,,
"2021 Q1","6",,"6",,"23","0","894","450",,,"1","3","172.6","173.1",,"525",,,,,,"1008",,"55","328",,"750","947.5",,,"258","273",,,,,,,,
"2021 Q2","25",,"25",,"26","1","959","465",,,"0","0","177.5","178.7",,"522",,,,,,"1215",,"98","465",,"743","1169.4",,,"472","367",,,,,,,,
"2021 Q3","31",,"31",,"41","0","978","451",,,"3","1","165.7","173.2",,"508",,,,,,"1122",,"38","474",,"807","1763.5",,,"315","436",,,,,,,,
"2021 Q4","33",,"33",,"19","1","987","427",,,"4","2","165.0","164.3",,"517",,,,,,"987",,"56","496",,"699","2415.1",,,"287","440",,,,,,,,
"2022 Q1","35",,"35",,"42","1","989","455",,,"1","3","167.1","175.0",,"524",,,,,,"1226",,"171","572",,"995","2336.6",,,"231","401",,,,,,,,
"2022 Q2","33",,"33",,"28","0","1019","442",,,"1","1","167.3","169.9",,"538",,,,,,"1167",,"204","587",,"744","2847.4",,,"423","383",,,,,,,,
"2022 Q3","34",,"34",,"81","1","1023","513",,,"5","8","174.8","197.2",,"538",,,,,,"1410",,"199","652",,"1016","2738.2",,,"394","453",,,,,,,,
"2022 Q4","25",,"25",,"26","3","1029","492",,,"3","13","188.0","188.9",,"549",,,,,,"1085",,"166","497",,"753","3192.0",,,"332","331",,,,,,,,
"2023 Q1","29",,"29",,"28","0","1035","460",,,"2","6","174.7","177.1",,"549",,,,,,"1269",,"258","534",,"765","2660.7",,,"504","276",,,,,,,,
"2023 Q2","27",,"27",,"31","0","1049","475",,,"5","2","179.5","182.6",,"554",,,,,,"1085",,"208","502",,"834","3013.3",,,"251","294",,,,,,,,
"2023 Q3","26",,"26",,"38","1","1078","476",,,"16","11","177.0","182.9",,"573",,,,,,"895",,"157","459",,"729","3031.4",,,"166","302",,,,,,,,
"2023 Q4","18",,"18",,"17","3","1084","474",,,"4","24","184.5","182.2",,"582",,,,,,"759",,"136","367",,"551","3275.6",,,"208","231",,,,,,,,
"2024 Q1","14",,"14",,"32","1","1117","487",,,"0","5","184.0","187.2",,"565",,,,,,"1063",,"173","508",,"676","3283.3",,,"387","335",,,,,,,,
"2024 Q2","19",,"19",,"25","0","1116","491",,,"3","1","188.5","188.9",,"588",,,,,,"1001",,"213","586",,"692","3804.1",,,"309","373",,,,,,,,
"2024 Q3","18",,"18",,"39","1","1099","535",,,"4","5","200.5","205.7",,"588",,,,,,"825",,"248","649",,"613","3606.1",,,"212","401",,,,,,,,
"2024 Q4","18",,"18",,"20","2","1119","523",,,"0","8","203.4","201.1",,"603",,,,,,"876",,"239","616",,"582","3385.7",,,"294","377",,,,,,,,
"2025 Q1","18",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1997 JAN",,,,,,,,,,,,,,,,,,,,,,"197","90.6","7","123","90.6","191",,"77.1","","5","117","",,"","",,"","",
"1997 FEB",,,,,,,,,,,,,,,,,,,,,,"165","90.2","5","116","90.2","160",,"75.1","0.00","5","111","","-0.4","","-0.4",,"-2.5","",
"1997 MAR",,,,,,,,,,,,,,,,,,,,,,"195","91.9","3","142","91.9","187",,"81.8","0.02","9","138","","1.9","","1.9",,"8.9","",
"1997 APR",,,,,,,,,,,,,,,,,,,,,,"214","94.6","10","138","94.6","208",,"89.5","0.03","5","128","","2.9","","2.9",,"9.5","",
"1997 MAY",,,,,,,,,,,,,,,,,,,,,,"180","95.4","3","109","95.4","175",,"95.3","0.01","5","106","","0.9","","0.9",,"6.4","",
"1997 JUN",,,,,,,,,,,,,,,,,,,,,,"171","92.6","5","136","92.6","161",,"89.5","-0.03","10","132","17.2","-2.9","3.6","-2.9",,"-6.1","",
"1997 JUL",,,,,,,,,,,,,,,,,,,,,,"171","88.0","5","116","88.0","164",,"75.1","-0.05","6","111","5.4","-5.0","-0.3","-5.0",,"-16.0","",
"1997 AUG",,,,,,,,,,,,,,,,,,,,,,"162","84.1","3","92","84.1","160",,"65.5","-0.05","2","90","-13.7","-4.4","-6.1","-4.4",,"-12.9","",
"1997 SEP",,,,,,,,,,,,,,,,,,,,,,"201","83.7","7","103","83.7","194",,"67.0","0.00","7","96","-24.3","-0.5","-9.5","-0.5",,"2.3","",
"1997 OCT",,,,,,,,,,,,,,,,,,,,,,"239","87.1","7","118","87.1","230",,"77.6","0.04","8","111","-19.2","4.1","-7.6","4.1",,"15.8","",
"1997 NOV",,,,,,,,,,,,,,,,,,,,,,"202","90.0","10","121","90.0","197",,"87.8","0.03","5","111","1.0","3.3","-1.5","3.3",,"13.2","",
"1997 DEC",,,,,,,,,,,,,,,,,,,,,,"197","91.3","10","96","91.3","191",,"92.7","0.02","7","86","24.3","1.5","5.0","1.5",,"5.5","",
"1998 JAN",,,,,,,,,,,,,,,,,,,,,,"284","85.1","5","224","85.1","276","399.7","86.2","-0.08","7","219","27.0","-6.8","4.5","-6.8",,"-6.9","-6.1",
"1998 FEB",,,,,,,,,,,,,,,,,,,,,,"177","81.8","8","291","81.8","166","338.0","75.9","-0.04","12","283","9.6","-3.8","-1.0","-3.8",,"-12.0","-9.3",
"1998 MAR",,,,,,,,,,,,,,,,,,,,,,"187","78.9","12","119","78.9","170","291.3","66.5","-0.04","16","108","-11.4","-3.6","-8.4","-3.6",,"-12.3","-14.1","-0.12"
"1998 APR",,,,,,,,,,,,,,,,,,,,,,"137","76.4","5","135","76.4","129","279.4","57.5","-0.03","8","130","-25.1","-3.1","-11.0","-3.1",,"-13.6","-19.2","-0.17"
"1998 MAY",,,,,,,,,,,,,,,,,,,,,,"202","77.7","10","146","77.7","192","311.4","60.8","0.02","10","137","-27.5","1.6","-9.8","1.6",,"5.7","-18.6","-0.21"
"1998 JUN",,,,,,,,,,,,,,,,,,,,,,"222","80.6","7","101","80.6","217","376.8","69.8","0.04","5","94","-17.7","3.8","-4.5","3.8",,"14.9","-13.0","-0.21"
"1998 JUL",,,,,,,,,,,,,,,,,,,,,,"234","84.3","5","119","84.3","227","455.1","80.3","0.05","7","115","5.5","4.6","2.3","4.6",,"15.0","-4.2","-0.15"
"1998 AUG",,,,,,,,,,,,,,,,,,,,,,"154","87.5","2","183","87.5","150","507.5","88.5","0.04","3","182","29.1","3.9","8.3","3.9",,"10.3","4.1","-0.05"
"1998 SEP",,,,,,,,,,,,,,,,,,,,,,"185","87.3","8","505","87.3","182","520.3","86.7","0.00","3","497","35.8","-0.2","10.4","-0.2",,"-2.0","4.3","0.01"
"1998 OCT",,,,,,,,,,,,,,,,,,,,,,"151","85.6","9","130","85.6","144","492.5","81.0","-0.02","7","121","21.5","-2.0","7.4","-2.0",,"-6.6","-1.7","0.02"
"1998 NOV",,,,,,,,,,,,,,,,,,,,,,"171","83.7","15","148","83.7","159","445.8","74.7","-0.02","12","132","1.6","-2.3","1.7","-2.3",,"-7.8","-7.0","-0.02"
"1998 DEC",,,,,,,,,,,,,,,,,,,,,,"198","83.5","9","200","83.5","193","398.3","72.1","0.00","5","192","-10.8","-0.2","-2.4","-0.2",,"-3.4","-8.6","-0.07"
"1999 JAN",,,,,,,,,,,,,,,,,,,,,,"147","82.9","3","126","82.9","140","364.1","72.7","-0.01","7","124","-14.3","-0.7","-4.0","-0.7",,"0.8","-2.6","-0.07"
"1999 FEB",,,,,,,,,,,,,,,,,,,,,,"268","83.6","5","169","83.6","261","352.0","75.7","0.01","7","164","-9.0","0.9","-2.6","0.9",,"4.1","2.2","-0.04"
"1999 MAR",,,,,,,,,,,,,,,,,,,,,,"207","85.0","48","301","85.0","188","360.5","80.0","0.02","19","252","0.3","1.7","-0.5","1.7",,"5.6","7.8","0.03"
"1999 APR",,,,,,,,,,,,,,,,,,,,,,"147","84.2","10","136","84.2","139","382.7","78.8","-0.01","9","125","6.8","-0.9","1.1","-0.9",,"-1.5","10.2","0.07"
"1999 MAY",,,,,,,,,,,,,,,,,,,,,,"197","85.0","9","187","85.0","179","397.6","81.0","0.01","17","178","8.7","0.9","1.7","0.9",,"2.8","9.4","0.09"
"1999 JUN",,,,,,,,,,,,,,,,,,,,,,"232","84.9","7","181","84.9","227","395.4","80.8","0.00","5","175","5.3","-0.1","1.0","-0.1",,"-0.3","5.3","0.09"
"1999 JUL",,,,,,,,,,,,,,,,,,,,,,"226","84.3","9","164","84.3","215","377.1","78.0","-0.01","11","156","2.3","-0.7","0.5","-0.7",,"-3.4","0.0","0.05"
"1999 AUG",,,,,,,,,,,,,,,,,,,,,,"292","83.7","7","134","83.7","288","364.9","76.3","-0.01","3","127","-2.0","-0.7","-0.5","-0.7",,"-2.2","-4.4","0.00"
"1999 SEP",,,,,,,,,,,,,,,,,,,,,,"259","83.1","5","199","83.1","256","369.9","74.7","-0.01","3","194","-4.8","-0.7","-1.2","-0.7",,"-2.0","-4.9","-0.04"
"1999 OCT",,,,,,,,,,,,,,,,,,,,,,"228","84.3","5","210","84.3","219","392.2","77.7","0.02","9","205","-4.6","1.4","-1.2","1.4",,"4.1","-1.6","-0.04"
"1999 NOV",,,,,,,,,,,,,,,,,,,,,,"219","85.9","7","162","85.9","211","411.1","83.8","0.02","7","156","0.5","2.0","0.2","2.0",,"7.8","2.7","-0.01"
"1999 DEC",,,,,,,,,,,,,,,,,,,,,,"229","86.6","7","142","86.6","225","415.8","86.9","0.01","4","135","8.5","0.7","2.3","0.7",,"3.6","3.7","0.02"
"2000 JAN",,"1.6",,"0.2","10","0",,"259",,,"2","0","100.7","99.7",,"304",,,,,,"222","87.5","14","173","87.5","218","403.8","91.6","0.01","4","159","14.7","1.0","3.6","1.0",,"5.5","5.5","0.04"
"2000 FEB",,"1.6",,"0.2","15","0",,"271",,,"6","2","103.6","104.3",,"310",,,,,,"242","87.4","12","156","87.4","236","387.8","92.9","0.00","5","144","14.9","-0.1","3.2","-0.1",,"1.3","4.5","0.05"
"2000 MAR",,"1.6",,"0.2","20","1",,"270",,,"3","2","100.4","103.6",,"301",,,,,,"231","87.5","12","138","87.5","220","377.1","94.5","0.00","11","126","12.3","0.1","2.2","0.1",,"1.7","2.9","0.05"
"2000 APR",,"1.7",,"0.2","5","0",,"254",,,"3","0","100.7","97.5",,"304",,,,,,"418","84.8","5","194","84.8","414","376.1","87.9","-0.04","4","189","4.9","-3.1","-0.1","-3.1",,"-7.0","0.7","0.03"
"2000 MAY",,"1.7",,"0.2","12","0",,"253",,,"6","1","97.4","97.4",,"311",,,,,,"317","84.8","7","123","84.8","299","381.6","87.9","0.00","17","116","-0.4","0.0","-1.7","0.0",,"0.0","-0.2","0.01"
"2000 JUN",,"1.7",,"0.2","14","0",,"259",,,"3","1","99.1","99.7",,"305",,,,,,"210","85.0","9","110","85.0","201","389.7","87.8","0.00","9","102","-5.5","0.2","-3.0","0.2",,"0.0","0.1","0.00"
"2000 JUL",,"1.7",,"0.2","13","0",,"260",,,"6","0","99.8","100.1",,"302",,,,,,"220","85.8","21","315","85.8","213","397.9","89.2","0.01","7","294","-3.7","1.0","-1.6","1.0",,"1.5","1.8","0.01"
"2000 AUG",,"1.8",,"0.2","15","0",,"271",,,"23","1","103.4","104.1",,"323",,,,,,"356","85.3","5","171","85.3","352","405.9","87.5","-0.01","4","167","-2.1","-0.7","-0.4","-0.7",,"-1.9","1.9","0.01"
"2000 SEP",,"1.8",,"0.2","15","1",,"260",,,"3","2","98.9","99.9",,"307",,,,,,"219","85.3","5","126","85.3","215","414.0","86.7","0.00","3","121","-0.1","0.0","0.7","0.0",,"-0.9","2.7","0.02"
"2000 OCT",,"1.7",,"0.2","6","0",,"248",,,"3","1","97.8","95.2",,"306",,,,,,"342","85.9","6","86","85.9","325","422.3","88.0","0.01","17","80","-1.0","0.7","0.3","0.7",,"1.5","2.0","0.02"
"2000 NOV",,"1.7",,"0.2","10","1",,"253",,,"5","0","98.3","97.3",,"312",,,,,,"312","86.7","21","219","86.7","306","430.6","89.5","0.01","5","198","-0.1","1.0","0.7","1.0",,"1.7","1.0","0.02"
"2000 DEC",,"1.7",,"0.2","16","2",,"263",,,"5","1","99.8","101.1",,"319",,,,,,"282","87.6","7","176","87.6","271","439.0","90.1","0.01","11","169","1.6","0.9","1.5","0.9",,"0.6","1.2","0.02"
"2001 JAN",,"1.7",,"0.2","8","1",,"252",,,"2","2","99.1","96.9","-2.0","297","-1.7","-2.8","-2.9",,,"221","85.8","6","127","85.8","217","375.4","81.3","-0.02","4","120","-0.5","-2.0","1.4","-2.0",,"-9.7","-1.8","0.00"
"2001 FEB",,"1.7",,"0.2","25","3",,"277",,,"4","1","101.6","106.6","-3.0","306","-1.9","2.2","0.9",,,"340","88.6","15","186","88.6","331","412.3","87.6","0.04","9","171","-2.0","3.2","1.6","3.2",,"7.7","1.3","0.00"
"2001 MAR",,"1.7",,"0.2","16","4",,"265",,,"4","2","101.0","101.9","-1.0","306","0.6","-1.7","-2.6",,,"293","88.3","15","187","88.3","284","433.1","84.3","0.00","9","173","-5.4","-0.3","0.9","-0.3",,"-3.8","0.9","0.00"
"2001 APR",,"1.8",,"0.2","6","1",,"252",,,"3","6","99.7","97.0","-1.2","310","-1.0","-0.6","-0.8",,,"279","91.8","16","164","91.8","275","462.1","94.6","0.05","4","147","2.1","4.0","3.3","4.0",,"12.3","8.3","0.04"
"2001 MAY","18","1.8","18","0.2","12","0",,"255","2.8","2.8","4","0","98.5","98.2","1.1","308","1.2","0.8","0.8",,,"237","90.9","3","181","90.9","228","416.8","90.7","-0.01","9","178","4.1","-1.0","3.4","-1.0",,"-4.2","7.2","0.06"
"2001 JUN","17","1.8","17","0.2","10","1",,"252","2.7","2.7","3","3","98.2","97.0","-1.3","310","-0.9","-2.7","-2.8",,,"249","85.9","7","230","85.9","242","358.2","73.9","-0.06","7","224","2.4","-5.5","2.2","-5.5",,"-18.5","1.0","0.06"
"2001 JUL","16","1.8","16","0.2","10","1",,"256","2.5","2.5","5","6","99.6","98.3","-0.5","314","-0.2","-1.8","-1.8",,,"276","87.9","27","215","87.9","271","402.0","81.5","0.03","5","188","-7.7","2.4","-1.5","2.4",,"10.3","2.5","0.04"
"2001 AUG","16","1.8","16","0.2","7","0",,"266","2.5","2.5","26","3","104.9","102.3","1.5","347","1.5","-1.7","-1.4",,,"215","87.2","0","189","87.2","204","384.5","81.2","-0.01","11","190","-12.2","-0.8","-3.7","-0.8",,"-0.3","2.3","0.02"
"2001 SEP","15","1.8","15","0.2","7","1",,"266","2.3","2.3","3","0","104.9","102.2","5.9","320","6.0","2.3","2.5",,,"201","88.2","5","80","88.2","195","421.3","83.1","0.01","5","75","-5.2","1.1","-1.9","1.1",,"2.2","3.4","0.03"
"2001 OCT","14","1.8","14","0.2","13","1",,"275","2.3","2.3","2","1","105.8","105.8","8.1","322","8.2","11.1","10.7",,,"216","90.0","11","270","90.0","183","468.5","85.5","0.02","32","260","1.5","2.1","0.3","2.1",,"3.0","4.8","0.04"
"2001 NOV","13","1.8","13","0.2","7","1",,"272","2.1","2.1","4","3","107.4","104.5","9.2","326","9.2","7.4","7.5",,,"273","88.3","26","148","88.3","264","384.4","76.2","-0.02","9","121","3.4","-1.9","2.1","-1.9",,"-10.8","1.8","0.04"
"2001 DEC","13","1.8","13","0.2","16","1",,"286","2.1","2.1","5","0","109.1","110.0","9.5","327","9.3","8.8","9.0",,,"198","90.5","6","191","90.5","188","399.8","79.0","0.03","9","185","-2.1","2.5","2.1","2.5",,"3.6","3.4","0.04"
"2002 JAN","15","1.7","15","0.2","13","0",,"285","2.4","2.4","2","0","110.0","109.5","11.4","323","11.0","13.0","13.1",,,"321","95.4","8","266","95.4","308","428.4","95.6","0.06","13","258","0.4","5.3","3.3","5.3",,"21.0","11.1","0.06"
"2002 FEB","14","1.8","14","0.2","20","0",,"294","2.3","2.3","3","0","110.5","113.0","10.0","327","8.7","6.0","7.2",,,"221","91.4","3","143","91.4","212","358.6","82.4","-0.05","9","140","5.0","-4.2","4.0","-4.2",,"-13.8","3.2","0.07"
